title,rating,feature
The Boondock Saints,7.8,two irish catholic brother become vigilante wipe boston criminal underworld name god action crime thriller troy duffy willem dafoe sean patrick flanery norman reedus david della rocco
The Insider,7.8,research chemist come personal professional attack decide appear 60 minute exposé big tobacco biography drama thriller michael mann russell crowe al pacino christopher plummer diane venora
October Sky,7.8,true story homer hickam coal miner son inspire first sputnik launch take rocketry father wish biography drama family joe johnston jake gyllenhaal chris cooper laura dern chris owen
Shrek,7.8,mean lord exile fairytale creature swamp grumpy ogre must go quest rescue princess lord order get land back animation adventure comedy andrew adamson vicky jenson mike myers eddie murphy cameron diaz
Titanic,7.8,seventeenyearold aristocrat fall love kind poor artist aboard luxurious illfated rms titanic drama romance james cameron leonardo dicaprio kate winslet billy zane kathy bates
Hana-bi,7.8,nishi leave police face harrow personal professional difficulty spiral depression make questionable decision crime drama romance takeshi kitano takeshi kitano kayoko kishimoto ren osugi susumu terajima
Gattaca,7.8,genetically inferior man assume identity superior one order pursue lifelong dream space travel drama science fiction thriller andrew niccol ethan hawke uma thurman jude law gore vidal
The Game,7.8,wealthy banker give opportunity participate mysterious game life turn upside become unable distinguish game reality action drama mystery david fincher michael douglas deborah kara unger sean penn james rebhorn
Breaking the Waves,7.8,oilman jan paralyze accident wife pray return feel guilty even jan urge sex another drama lars von trier emily watson stellan skarsgård katrin cartlidge jean-marc barr
Ed Wood,7.8,ambitious troubled movie director edward wood jr try best fulfill dream despite lack talent biography comedy drama tim burton johnny depp martin landau sarah jessica parker patricia arquette
What's Eating Gilbert Grape,7.8,young man small midwestern town struggle care mentallydisabled younger brother morbidly obese mother attempt pursue happiness drama lasse hallström johnny depp leonardo dicaprio juliette lewis mary steenburgen
Tombstone,7.8,successful lawman plan retire anonymously tombstone arizona disrupt kind outlaw famous eliminate action biography drama george p. cosmatos kevin jarre kurt russell val kilmer sam elliott
The Sandlot,7.8,summer 1962 new kid town take wing young baseball prodigy rowdy team result many adventure comedy drama family david mickey evans tom guiry mike vitar art lafleur patrick renna
The Remains of the Day,7.8,butler sacrifice body soul service year lead world war ii realize late misguide loyalty lordly employer drama romance james ivory anthony hopkins emma thompson john haycraft christopher reeve
Naked,7.8,parallel tale two sexually obsess men one hurting annoy woman physically mentally one wandering around city talk stranger experience dimension life comedy drama mike leigh david thewlis lesley sharp katrin cartlidge greg cruttwell
The Fugitive,7.8,dr richard kimble unjustly accuse murder wife must find real killer target nationwide manhunt lead seasoned yous marshal action crime drama andrew davis harrison ford tommy lee jones sela ward julianne moore
A Bronx Tale,7.8,father becomes worry local gangster befriend son bronx 1960s crime drama romance robert de niro robert de niro chazz palminteri lillo brancato francis capra
Batman: Mask of the Phantasm,7.8,batman wrongly implicate series murder mob boss actually new vigilante assassin animation action crime kevin altieri boyd kirkland frank paur dan riba eric radomski
Lat sau san taam,7.8,toughasnails cop team undercover agent shut sinister mobster crew action crime thriller john woo yun-fat chow tony chiu-wai leung teresa mo philip chan
Night on Earth,7.8,anthology 5 different cab driver 5 american european city remarkable fare eventful night comedy drama jim jarmusch winona ryder gena rowlands lisanne falk alan randolph scott
La double vie de Véronique,7.8,two parallel story two identical woman one living poland france know life nevertheless profoundly connect drama fantasy music krzysztof kieslowski irène jacob wladyslaw kowalski halina gryglaszewska kalina jedrusik
Boyz n the Hood,7.8,follow life three young male live crenshaw ghetto los angeles dissect question race relationship violence future prospect crime drama john singleton cuba gooding jr. laurence fishburne hudhail al-amir lloyd avery ii
Misery,7.8,famous author rescue car crash fan novel come realize care receive beginning nightmare captivity abuse drama thriller rob reiner james caan kathy bates richard farnsworth frances sternhagen
Awakenings,7.8,victim encephalitis epidemic many year ago catatonic ever since new drug offer prospect revive biography drama penny marshall robert de niro robin williams julie kavner ruth nelson
Majo no takkyûbin,7.8,young witch mandatory year independent life find fit new community difficult support run air courier service animation adventure drama hayao miyazaki kirsten dunst minami takayama rei sakuma kappei yamaguchi
Glory,7.8,robert gould shaw lead yous civil war first allblack volunteer company fight prejudice union army confederate biography drama history edward zwick matthew broderick denzel washington cary elwes morgan freeman
Dip huet seung hung,7.8,disillusioned assassin accept one last hit hope use earnings restore vision singer accidentally blind action crime drama john woo yun-fat chow danny lee sally yeh kong chu
Back to the Future Part II,7.8,visit 2015 marty mcfly must repeat visit 1955 prevent disastrous change 1985 without interfere first trip adventure comedy science fiction robert zemeckis michael j. fox christopher lloyd lea thompson thomas f. wilson
Mississippi Burning,7.8,two fbi agent wildly different style arrive mississippi investigate disappearance civil right activist crime drama history alan parker gene hackman willem dafoe frances mcdormand brad dourif
Predator,7.8,team commando mission central american jungle find hunt extraterrestrial warrior action adventure science fiction john mctiernan arnold schwarzenegger carl weathers kevin peter hall elpidia carrillo
Evil Dead II,7.8,lone survivor onslaught fleshpossessing spirit hole cabin group stranger demon continue attack action comedy fantasy sam raimi bruce campbell sarah berry dan hicks kassie wesley depaiva
Ferris Bueller's Day Off,7.8,high school wise guy determine day school despite principal think comedy john hughes matthew broderick alan ruck mia sara jeffrey jones
Down by Law,7.8,two men frame send jail meet murderer help escape leave state comedy crime drama jim jarmusch tom waits john lurie roberto benigni nicoletta braschi
The Goonies,7.8,group young misfit call goony discover ancient map set adventure find legendary pirate longlost treasure adventure comedy family richard donner sean astin josh brolin jeff cohen corey feldman
The Color Purple,7.8,black southern woman struggle find identity suffer abuse father others four decade drama steven spielberg danny glover whoopi goldberg oprah winfrey margaret avery
The Breakfast Club,7.8,five high school student meet saturday detention discover lot common think comedy drama john hughes emilio estevez judd nelson molly ringwald ally sheedy
The Killing Fields,7.8,journalist trap cambodia tyrant pol pot bloody year zero cleanse campaign claim life two million undesirable civilian biography drama history roland joffé sam waterston haing s. ngor john malkovich julian sands
Ghostbusters,7.8,three former parapsychology professor set shop unique ghost removal service action comedy fantasy ivan reitman bill murray dan aykroyd sigourney weaver harold ramis
The Right Stuff,7.8,story original mercury 7 astronaut macho seatofthepants approach space program adventure biography drama philip kaufman sam shepard scott glenn ed harris dennis quaid
